,index,latitude,locationid,longitude,year,costs,trainees_total,trainees_pass
8814,16448,60.86777778,AK64,157.3919444,2008,1940,13661,134
8815,10448,60.86777778,AK64,157.3919444,2009,196,42570,89
8816,5448,60.86777778,AK64,157.3919444,2010,4860,38340,14
8817,3448,60.86777778,AK64,157.3919444,2011,1800,26372,84
8818,448,60.86777778,AK64,157.3919444,2012,120,4080,348
8819,12448,60.86777778,AK64,157.3919444,2013,128,30872,170
8820,11448,60.86777778,AK64,157.3919444,2014,2454,26904,585
8821,2448,60.86777778,AK64,157.3919444,2015,1192,31457,279
8822,9448,60.86777778,AK64,157.3919444,2016,735,28490,688
8823,2491,61.59805556,AK65,149.3505556,2000,6202,49977,295
8824,1491,61.59805556,AK65,149.3505556,2001,478,14070,56
8825,7491,61.59805556,AK65,149.3505556,2002,1737,72919,276
8826,4491,61.59805556,AK65,149.3505556,2003,416,21228,8
8827,12491,61.59805556,AK65,149.3505556,2004,3150,15147,219
8828,3491,61.59805556,AK65,149.3505556,2005,704,40824,390
8829,8491,61.59805556,AK65,149.3505556,2006,6048,68170,14
8830,11491,61.59805556,AK65,149.3505556,2007,1202,4500,765
8831,14491,61.59805556,AK65,149.3505556,2008,505,3800,136
8832,16491,61.59805556,AK65,149.3505556,2009,2072,34056,22
8833,13491,61.59805556,AK65,149.3505556,2010,9690,39204,637
8834,9491,61.59805556,AK65,149.3505556,2011,1490,17708,57
8835,491,61.59805556,AK65,149.3505556,2012,2465,17476,152
8836,15491,61.59805556,AK65,149.3505556,2013,341,19992,640
8837,10491,61.59805556,AK65,149.3505556,2014,2523,23484,414
8838,5491,61.59805556,AK65,149.3505556,2015,1990,24734,585
8839,6491,61.59805556,AK65,149.3505556,2016,4570,16380,336
8840,3327,61.46305556,AK66,148.8041667,2000,1211,21141,165
8841,5327,61.46305556,AK66,148.8041667,2001,358,18900,25
8842,11327,61.46305556,AK66,148.8041667,2002,1890,42119,284
8843,16327,61.46305556,AK66,148.8041667,2003,940,16182,164
8844,10327,61.46305556,AK66,148.8041667,2004,675,86922,60
8845,2327,61.46305556,AK66,148.8041667,2005,236,71484,300
8846,12327,61.46305556,AK66,148.8041667,2006,4347,30855,58
8847,8327,61.46305556,AK66,148.8041667,2007,1338,34335,720
8848,15327,61.46305556,AK66,148.8041667,2008,475,8018,64
8849,13327,61.46305556,AK66,148.8041667,2009,876,33363,81
8850,1327,61.46305556,AK66,148.8041667,2010,1920,47142,602
8851,6327,61.46305556,AK66,148.8041667,2011,1022,72200,68
8852,327,61.46305556,AK66,148.8041667,2012,1950,31314,92
8853,4327,61.46305556,AK66,148.8041667,2013,237,33252,510
8854,7327,61.46305556,AK66,148.8041667,2014,1752,21128,270
8855,14327,61.46305556,AK66,148.8041667,2015,500,52373,648
8856,9327,61.46305556,AK66,148.8041667,2016,10,69370,520
8857,2537,61.73861111,AK67,150.0727778,2000,3927,77031,405
8858,3537,61.73861111,AK67,150.0727778,2001,92,6440,69
8859,4537,61.73861111,AK67,150.0727778,2002,3132,39501,88
8860,9537,61.73861111,AK67,150.0727778,2003,1662,73254,52
8861,7537,61.73861111,AK67,150.0727778,2004,3501,48312,171
8862,5537,61.73861111,AK67,150.0727778,2005,1232,27384,130
8863,15537,61.73861111,AK67,150.0727778,2006,7533,45050,31
8864,16537,61.73861111,AK67,150.0727778,2007,62,32940,567
8865,13537,61.73861111,AK67,150.0727778,2008,1485,1919,32
8866,8537,61.73861111,AK67,150.0727778,2009,3972,82170,15
8867,12537,61.73861111,AK67,150.0727778,2010,6030,45576,329
8868,11537,61.73861111,AK67,150.0727778,2011,364,57304,9
8869,10537,61.73861111,AK67,150.0727778,2012,970,32266,64
8870,537,61.73861111,AK67,150.0727778,2013,659,25160,260
8871,6537,61.73861111,AK67,150.0727778,2014,1227,54796,252
8872,1537,61.73861111,AK67,150.0727778,2015,1414,21414,45
8873,14537,61.73861111,AK67,150.0727778,2016,4120,42560,200
8874,7534,61.72027778,AK68,150.0544444,2000,5306,68769,400
8875,10534,61.72027778,AK68,150.0544444,2001,1730,17045,25
8876,4534,61.72027778,AK68,150.0544444,2002,6948,28952,228
8877,12534,61.72027778,AK68,150.0544444,2003,1576,10005,120
8878,8534,61.72027778,AK68,150.0544444,2004,8766,16830,225
8879,14534,61.72027778,AK68,150.0544444,2005,738,47880,270
8880,534,61.72027778,AK68,150.0544444,2006,1125,58055,79
8881,13534,61.72027778,AK68,150.0544444,2007,1818,21150,819
8882,3534,61.72027778,AK68,150.0544444,2008,2525,15846,92
8883,1534,61.72027778,AK68,150.0544444,2009,524,23760,29
8884,9534,61.72027778,AK68,150.0544444,2010,1410,44118,679
8885,5534,61.72027778,AK68,150.0544444,2011,1192,18620,29
8886,11534,61.72027778,AK68,150.0544444,2012,3020,20944,28
8887,6534,61.72027778,AK68,150.0544444,2013,852,8262,400
8888,16534,61.72027778,AK68,150.0544444,2014,1809,31008,36
8889,2534,61.72027778,AK68,150.0544444,2015,1484,27307,729
8890,15534,61.72027778,AK68,150.0544444,2016,4480,27580,176
8891,533,61.72944444,AK69,150.0977778,2000,4403,37908,375
8892,16533,61.72944444,AK69,150.0977778,2001,912,13930,82
8893,14533,61.72944444,AK69,150.0977778,2002,5715,57904,212
8894,12533,61.72944444,AK69,150.0977778,2003,70,36975,46
8895,1533,61.72944444,AK69,150.0977778,2004,2556,39501,246
8896,8533,61.72944444,AK69,150.0977778,2005,1978,9324,160
8897,2533,61.72944444,AK69,150.0977778,2006,1125,14450,38
8898,4533,61.72944444,AK69,150.0977778,2007,1336,40320,360
8899,9533,61.72944444,AK69,150.0977778,2008,4560,6783,34
8900,13533,61.72944444,AK69,150.0977778,2009,532,37719,91
8901,10533,61.72944444,AK69,150.0977778,2010,4110,38826,693
8902,5533,61.72944444,AK69,150.0977778,2011,612,22192,54
8903,7533,61.72944444,AK69,150.0977778,2012,3100,21930,348
8904,11533,61.72944444,AK69,150.0977778,2013,498,15980,650
8905,6533,61.72944444,AK69,150.0977778,2014,1575,13908,189
8906,15533,61.72944444,AK69,150.0977778,2015,248,29963,135
8907,3533,61.72944444,AK69,150.0977778,2016,3060,42000,144
8908,8140,64.19888889,AK7,147.9275,2000,2233,71928,310
8909,1140,64.19888889,AK7,147.9275,2001,766,5075,89
8910,14140,64.19888889,AK7,147.9275,2002,3024,19096,340
8911,12140,64.19888889,AK7,147.9275,2003,312,34191,80
8912,11140,64.19888889,AK7,147.9275,2004,6759,74448,183
8913,5140,64.19888889,AK7,147.9275,2005,1276,24108,160
8914,10140,64.19888889,AK7,147.9275,2006,8640,37825,85
8915,9140,64.19888889,AK7,147.9275,2007,502,12960,801
8916,15140,64.19888889,AK7,147.9275,2008,1225,11096,194
8917,13140,64.19888889,AK7,147.9275,2009,1568,94446,91
8918,6140,64.19888889,AK7,147.9275,2010,6990,28674,273
8919,3140,64.19888889,AK7,147.9275,2011,1786,73264,58
8920,7140,64.19888889,AK7,147.9275,2012,95,18258,276
8921,16140,64.19888889,AK7,147.9275,2013,965,20876,870
8922,140,64.19888889,AK7,147.9275,2014,1101,32072,702
8923,2140,64.19888889,AK7,147.9275,2015,888,8549,72
8924,4140,64.19888889,AK7,147.9275,2016,1795,67270,352
8925,8251,70.91083333,AK71,153.2422222,2000,539,13284,145
8926,12251,70.91083333,AK71,153.2422222,2001,1602,4655,74
8927,251,70.91083333,AK71,153.2422222,2002,7146,10087,52
8928,9251,70.91083333,AK71,153.2422222,2003,1762,14964,112
8929,6251,70.91083333,AK71,153.2422222,2004,2700,86823,90
8930,11251,70.91083333,AK71,153.2422222,2005,388,47880,70
8931,4251,70.91083333,AK71,153.2422222,2006,8955,33320,18
8932,3251,70.91083333,AK71,153.2422222,2007,140,10395,396
8933,2251,70.91083333,AK71,153.2422222,2008,4730,4389,122
8934,5251,70.91083333,AK71,153.2422222,2009,3184,61677,18
8935,13251,70.91083333,AK71,153.2422222,2010,9720,29160,14
8936,10251,70.91083333,AK71,153.2422222,2011,120,73568,96
8937,1251,70.91083333,AK71,153.2422222,2012,4895,27302,384
8938,14251,70.91083333,AK71,153.2422222,2013,15,20774,860
8939,16251,70.91083333,AK71,153.2422222,2014,1539,10488,423
8940,7251,70.91083333,AK71,153.2422222,2015,1982,20501,315
8941,15251,70.91083333,AK71,153.2422222,2016,4830,28910,304
8942,11531,61.70472222,AK72,150.6011111,2000,6468,75087,450
8943,5531,61.70472222,AK72,150.6011111,2001,892,21490,71
8944,6531,61.70472222,AK72,150.6011111,2002,3672,60676,272
8945,7531,61.70472222,AK72,150.6011111,2003,1742,17400,134
8946,531,61.70472222,AK72,150.6011111,2004,3267,89694,105
8947,16531,61.70472222,AK72,150.6011111,2005,1060,64008,70
8948,13531,61.70472222,AK72,150.6011111,2006,5805,45050,85
8949,14531,61.70472222,AK72,150.6011111,2007,1988,20295,630
8950,1531,61.70472222,AK72,150.6011111,2008,725,11419,8
8951,3531,61.70472222,AK72,150.6011111,2009,2600,27621,7
8952,12531,61.70472222,AK72,150.6011111,2010,6680,8802,315
8953,15531,61.70472222,AK72,150.6011111,2011,1824,73416,83
8954,2531,61.70472222,AK72,150.6011111,2012,4175,5712,44
8955,8531,61.70472222,AK72,150.6011111,2013,594,32980,240
8956,10531,61.70472222,AK72,150.6011111,2014,1434,58140,135
8957,9531,61.70472222,AK72,150.6011111,2015,394,57851,333
8958,4531,61.70472222,AK72,150.6011111,2016,3625,20370,184
8959,13290,60.72527778,AK73,151.3022222,2000,2625,17901,125
8960,3290,60.72527778,AK73,151.3022222,2001,626,24395,29
8961,11290,60.72527778,AK73,151.3022222,2002,2205,53977,272
8962,290,60.72527778,AK73,151.3022222,2003,300,63336,80
8963,8290,60.72527778,AK73,151.3022222,2004,2916,69498,252
8964,9290,60.72527778,AK73,151.3022222,2005,1384,67032,980
8965,15290,60.72527778,AK73,151.3022222,2006,2628,82790,2
8966,1290,60.72527778,AK73,151.3022222,2007,4,33480,315
8967,10290,60.72527778,AK73,151.3022222,2008,3625,4712,154
8968,7290,60.72527778,AK73,151.3022222,2009,2192,64053,19
8969,12290,60.72527778,AK73,151.3022222,2010,110,52218,413
8970,6290,60.72527778,AK73,151.3022222,2011,652,72352,74
8971,4290,60.72527778,AK73,151.3022222,2012,1680,21658,204
8972,16290,60.72527778,AK73,151.3022222,2013,729,23970,680
8973,5290,60.72527778,AK73,151.3022222,2014,2391,59128,117
8974,14290,60.72527778,AK73,151.3022222,2015,26,75032,279
8975,2290,60.72527778,AK73,151.3022222,2016,285,23870,232
8976,60,65.90777778,AK75,161.9263889,2000,3633,78165,310
8977,11060,65.90777778,AK75,161.9263889,2001,1906,8050,21
8978,3060,65.90777778,AK75,161.9263889,2002,126,35343,44
8979,8060,65.90777778,AK75,161.9263889,2003,510,75864,160
8980,12060,65.90777778,AK75,161.9263889,2004,7560,87120,237
8981,13060,65.90777778,AK75,161.9263889,2005,1660,64848,660
8982,10060,65.90777778,AK75,161.9263889,2006,7740,44710,81
8983,1060,65.90777778,AK75,161.9263889,2007,1740,38925,828
8984,16060,65.90777778,AK75,161.9263889,2008,2210,11552,60
8985,15060,65.90777778,AK75,161.9263889,2009,2752,55044,16
8986,4060,65.90777778,AK75,161.9263889,2010,8780,31266,56
8987,6060,65.90777778,AK75,161.9263889,2011,310,45904,19
8988,7060,65.90777778,AK75,161.9263889,2012,4320,11696,204
8989,9060,65.90777778,AK75,161.9263889,2013,380,13838,160
8990,14060,65.90777778,AK75,161.9263889,2014,1992,72048,522
8991,5060,65.90777778,AK75,161.9263889,2015,1614,47476,567
8992,2060,65.90777778,AK75,161.9263889,2016,3795,14770,584
8993,6546,59.12611111,AK76,138.4066667,2000,931,57996,465
8994,3546,59.12611111,AK76,138.4066667,2001,1932,14840,94
8995,5546,59.12611111,AK76,138.4066667,2002,4725,45661,216
8996,8546,59.12611111,AK76,138.4066667,2003,50,20793,22
8997,11546,59.12611111,AK76,138.4066667,2004,1944,57519,39
8998,15546,59.12611111,AK76,138.4066667,2005,428,31248,40
8999,12546,59.12611111,AK76,138.4066667,2006,4734,80155,14
9000,4546,59.12611111,AK76,138.4066667,2007,1902,30330,801
9001,1546,59.12611111,AK76,138.4066667,2008,3290,2337,132
9002,9546,59.12611111,AK76,138.4066667,2009,1848,28908,52
9003,14546,59.12611111,AK76,138.4066667,2010,5880,50058,350
9004,13546,59.12611111,AK76,138.4066667,2011,172,75164,10
9005,2546,59.12611111,AK76,138.4066667,2012,1035,15368,244
9006,7546,59.12611111,AK76,138.4066667,2013,379,18666,320
9007,546,59.12611111,AK76,138.4066667,2014,1269,73340,810
9008,16546,59.12611111,AK76,138.4066667,2015,1272,48306,243
9009,10546,59.12611111,AK76,138.4066667,2016,3755,44380,112
9010,111,63.94138889,AK77,145.4222222,2000,6419,74358,215
9011,1111,63.94138889,AK77,145.4222222,2001,860,5215,97
9012,12111,63.94138889,AK77,145.4222222,2002,2997,28336,224
9013,16111,63.94138889,AK77,145.4222222,2003,938,62901,52
9014,3111,63.94138889,AK77,145.4222222,2004,7524,43263,69
9015,11111,63.94138889,AK77,145.4222222,2005,1686,51828,350
9016,15111,63.94138889,AK77,145.4222222,2006,8928,83555,86
9017,5111,63.94138889,AK77,145.4222222,2007,454,9945,45
9018,7111,63.94138889,AK77,145.4222222,2008,675,18715,76
9019,9111,63.94138889,AK77,145.4222222,2009,2312,13563,25
9020,4111,63.94138889,AK77,145.4222222,2010,7170,52110,168
9021,13111,63.94138889,AK77,145.4222222,2011,888,73872,67
9022,2111,63.94138889,AK77,145.4222222,2012,4810,17000,40
9023,6111,63.94138889,AK77,145.4222222,2013,207,21624,870
9024,14111,63.94138889,AK77,145.4222222,2014,1407,67336,306
9025,8111,63.94138889,AK77,145.4222222,2015,1392,10873,594
9026,10111,63.94138889,AK77,145.4222222,2016,2855,28140,640
9027,15105,70.1375,AK78,147.0305556,2000,2163,63180,190
9028,4105,70.1375,AK78,147.0305556,2001,486,20160,7
9029,16105,70.1375,AK78,147.0305556,2002,5490,22561,72
9030,5105,70.1375,AK78,147.0305556,2003,1916,80301,180
9031,10105,70.1375,AK78,147.0305556,2004,8676,95040,276
9032,3105,70.1375,AK78,147.0305556,2005,1904,13776,890
9033,13105,70.1375,AK78,147.0305556,2006,8505,56270,2
9034,6105,70.1375,AK78,147.0305556,2007,480,4905,117
9035,7105,70.1375,AK78,147.0305556,2008,3020,6859,78
9036,105,70.1375,AK78,147.0305556,2009,1516,95238,29
9037,12105,70.1375,AK78,147.0305556,2010,6010,17982,644
9038,1105,70.1375,AK78,147.0305556,2011,242,53200,36
9039,9105,70.1375,AK78,147.0305556,2012,1225,33116,8
9040,8105,70.1375,AK78,147.0305556,2013,799,5338,420
9041,11105,70.1375,AK78,147.0305556,2014,2673,65740,702
9042,14105,70.1375,AK78,147.0305556,2015,726,49302,801
9043,2105,70.1375,AK78,147.0305556,2016,4645,37520,16
9044,13496,61.59361111,AK79,149.5663889,2000,2919,54513,285
9045,4496,61.59361111,AK79,149.5663889,2001,526,27825,9
9046,9496,61.59361111,AK79,149.5663889,2002,324,47355,388
9047,11496,61.59361111,AK79,149.5663889,2003,1726,68643,84
9048,6496,61.59361111,AK79,149.5663889,2004,8559,54351,93
9049,14496,61.59361111,AK79,149.5663889,2005,1480,76860,390
9050,2496,61.59361111,AK79,149.5663889,2006,7164,24990,53
9051,16496,61.59361111,AK79,149.5663889,2007,62,28665,171
9052,12496,61.59361111,AK79,149.5663889,2008,3845,6897,50
9053,3496,61.59361111,AK79,149.5663889,2009,1368,40788,6
9054,8496,61.59361111,AK79,149.5663889,2010,5660,18738,623
9055,496,61.59361111,AK79,149.5663889,2011,68,19912,8
9056,15496,61.59361111,AK79,149.5663889,2012,2405,21726,400
9057,5496,61.59361111,AK79,149.5663889,2013,600,3434,90
9058,1496,61.59361111,AK79,149.5663889,2014,549,13452,459
9059,7496,61.59361111,AK79,149.5663889,2015,1940,62499,684
9060,10496,61.59361111,AK79,149.5663889,2016,2655,11200,400
9061,7010,65.10166667,AK80,151.1775,2000,2415,64719,370
9062,8010,65.10166667,AK80,151.1775,2001,986,11655,47
9063,3010,65.10166667,AK80,151.1775,2002,7299,68222,196
9064,9010,65.10166667,AK80,151.1775,2003,1480,23925,66
9065,12010,65.10166667,AK80,151.1775,2004,1314,39699,300
9066,11010,65.10166667,AK80,151.1775,2005,372,36204,560
9067,1010,65.10166667,AK80,151.1775,2006,7515,78200,36
9068,14010,65.10166667,AK80,151.1775,2007,880,35955,612
9069,15010,65.10166667,AK80,151.1775,2008,2375,14212,4
9070,5010,65.10166667,AK80,151.1775,2009,3336,55935,69
9071,13010,65.10166667,AK80,151.1775,2010,2660,6102,658
9072,4010,65.10166667,AK80,151.1775,2011,1686,8512,73
9073,10,65.10166667,AK80,151.1775,2012,2755,24786,236
9074,2010,65.10166667,AK80,151.1775,2013,177,20400,170
9075,16010,65.10166667,AK80,151.1775,2014,444,30552,351
9076,10010,65.10166667,AK80,151.1775,2015,820,61337,612
9077,6010,65.10166667,AK80,151.1775,2016,3900,62650,656
9078,15489,61.62722222,AK83,149.6094444,2000,2009,14418,285
9079,5489,61.62722222,AK83,149.6094444,2001,1858,30660,1
9080,10489,61.62722222,AK83,149.6094444,2002,2088,15785,272
9081,489,61.62722222,AK83,149.6094444,2003,1854,40194,74
9082,7489,61.62722222,AK83,149.6094444,2004,6192,84744,60
9083,9489,61.62722222,AK83,149.6094444,2005,468,10080,220
9084,6489,61.62722222,AK83,149.6094444,2006,5004,47515,75
9085,2489,61.62722222,AK83,149.6094444,2007,1182,4680,774
9086,12489,61.62722222,AK83,149.6094444,2008,440,12388,140
9087,13489,61.62722222,AK83,149.6094444,2009,192,64944,29
9088,4489,61.62722222,AK83,149.6094444,2010,4580,53298,560
9089,3489,61.62722222,AK83,149.6094444,2011,1918,11856,58
9090,14489,61.62722222,AK83,149.6094444,2012,3205,31654,312
9091,11489,61.62722222,AK83,149.6094444,2013,207,19754,190
9092,1489,61.62722222,AK83,149.6094444,2014,576,45296,720
9093,8489,61.62722222,AK83,149.6094444,2015,1256,26560,18
9094,16489,61.62722222,AK83,149.6094444,2016,4595,24290,536
9095,15419,60.52944444,AK84,150.8308333,2000,4228,14742,265
9096,13419,60.52944444,AK84,150.8308333,2001,1448,21000,53
9097,7419,60.52944444,AK84,150.8308333,2002,1476,65835,172
9098,4419,60.52944444,AK84,150.8308333,2003,232,8961,126
9099,3419,60.52944444,AK84,150.8308333,2004,2889,11286,279
9100,10419,60.52944444,AK84,150.8308333,2005,686,33012,830
9101,6419,60.52944444,AK84,150.8308333,2006,6867,77690,76
9102,5419,60.52944444,AK84,150.8308333,2007,1116,30780,585
9103,8419,60.52944444,AK84,150.8308333,2008,2770,12882,18
9104,419,60.52944444,AK84,150.8308333,2009,208,93852,87
9105,1419,60.52944444,AK84,150.8308333,2010,1720,5454,42
9106,9419,60.52944444,AK84,150.8308333,2011,1664,51756,25
9107,12419,60.52944444,AK84,150.8308333,2012,2020,24412,96
9108,2419,60.52944444,AK84,150.8308333,2013,138,28084,820
9109,14419,60.52944444,AK84,150.8308333,2014,1326,56088,441
9110,11419,60.52944444,AK84,150.8308333,2015,1168,39342,315
9111,16419,60.52944444,AK84,150.8308333,2016,4825,62930,648
9112,8482,61.48222222,AK85,149.7638889,2000,4767,80190,40
9113,11482,61.48222222,AK85,149.7638889,2001,152,27755,71
9114,6482,61.48222222,AK85,149.7638889,2002,8991,42812,268
9115,10482,61.48222222,AK85,149.7638889,2003,682,57768,144
9116,12482,61.48222222,AK85,149.7638889,2004,7227,14157,54
9117,482,61.48222222,AK85,149.7638889,2005,306,29568,700
9118,16482,61.48222222,AK85,149.7638889,2006,6678,52700,37
9119,4482,61.48222222,AK85,149.7638889,2007,1620,10935,666
9120,2482,61.48222222,AK85,149.7638889,2008,2155,7809,6
9121,15482,61.48222222,AK85,149.7638889,2009,1732,45837,82
9122,5482,61.48222222,AK85,149.7638889,2010,8170,53406,511
9123,9482,61.48222222,AK85,149.7638889,2011,1412,26220,49
9124,3482,61.48222222,AK85,149.7638889,2012,810,31280,140
9125,1482,61.48222222,AK85,149.7638889,2013,999,33082,910
9126,14482,61.48222222,AK85,149.7638889,2014,402,32756,792
9127,13482,61.48222222,AK85,149.7638889,2015,1392,82668,513
9128,7482,61.48222222,AK85,149.7638889,2016,4905,30310,656
9129,8046,61.57361111,AK86,149.9113889,2000,3948,55404,260
9130,3046,61.57361111,AK86,149.9113889,2001,486,32585,25
9131,1046,61.57361111,AK86,149.9113889,2002,549,14322,104
9132,12046,61.57361111,AK86,149.9113889,2003,258,70905,186
9133,2046,61.57361111,AK86,149.9113889,2004,8118,23364,189
9134,6046,61.57361111,AK86,149.9113889,2005,346,50316,860
9135,46,61.57361111,AK86,149.9113889,2006,126,42585,93
9136,10046,61.57361111,AK86,149.9113889,2007,1210,21915,36
9137,7046,61.57361111,AK86,149.9113889,2008,4545,13566,24
9138,13046,61.57361111,AK86,149.9113889,2009,3952,49401,90
9139,5046,61.57361111,AK86,149.9113889,2010,1640,35154,21
9140,15046,61.57361111,AK86,149.9113889,2011,634,47576,37
9141,9046,61.57361111,AK86,149.9113889,2012,1555,21046,40
9142,4046,61.57361111,AK86,149.9113889,2013,593,7684,340
9143,11046,61.57361111,AK86,149.9113889,2014,510,56924,504
9144,16046,61.57361111,AK86,149.9113889,2015,960,76111,261
9145,14046,61.57361111,AK86,149.9113889,2016,4415,38640,344
9146,2321,61.60472222,AK88,149.0402778,2000,5901,52650,130
9147,11321,61.60472222,AK88,149.0402778,2001,522,30310,24
9148,321,61.60472222,AK88,149.0402778,2002,180,23947,88
9149,1321,61.60472222,AK88,149.0402778,2003,286,59943,68
9150,3321,61.60472222,AK88,149.0402778,2004,8442,34749,240
9151,6321,61.60472222,AK88,149.0402778,2005,1208,17724,110
9152,14321,61.60472222,AK88,149.0402778,2006,477,44115,78
9153,13321,61.60472222,AK88,149.0402778,2007,964,7245,126
9154,7321,61.60472222,AK88,149.0402778,2008,2000,2755,2
9155,8321,61.60472222,AK88,149.0402778,2009,3728,23562,58
9156,5321,61.60472222,AK88,149.0402778,2010,1750,31644,504
9157,16321,61.60472222,AK88,149.0402778,2011,294,12236,20
9158,4321,61.60472222,AK88,149.0402778,2012,1995,12410,44
9159,9321,61.60472222,AK88,149.0402778,2013,822,21284,500
9160,10321,61.60472222,AK88,149.0402778,2014,669,40432,900
9161,15321,61.60472222,AK88,149.0402778,2015,1360,30212,360
9162,12321,61.60472222,AK88,149.0402778,2016,485,36540,408
